ID,Measure,Subject,,SubCategory,HebSubject,HebCategory,HebSubCategory,Year
ST22Q03,Envr aware - Acid rain Q22c,Science Learning,,Acid rain,,,,2006
ST22Q04,Envr aware - Nuclear waste Q22d,Science Learning,,Nuclear waste,,,,2006
ST22Q05,Envr aware - Forest clearing Q22e,Science Learning,,Forest clearing,,,,2006
ST23QA1,Envr info - Air pollution - none Q23a,Enviroment Information,,none,,,,2006
ST23QA2,Envr info - Air pollution - school Q23a,Enviroment Information,,school,,,,2006
ST23QA3,Envr info - Air pollution - media Q23a,Enviroment Information,,media,,,,2006
ST23QA4,Envr info - Air pollution - friends Q23a,Enviroment Information,,friends,,,,2006
ST23QA5,Envr info - Air pollution - family Q23a,Enviroment Information,,family,,,,2006
ST23QA6,Envr info - Air pollution - Internet or books Q23a,Enviroment Information,,Internet or books,,,,2006
ST23QB1,Envr info - Energy shortages - none Q23b,Enviroment Information,,none,,,,2006
ST23QB2,Envr info - Energy shortages - school Q23b,Enviroment Information,,school,,,,2006
ST23QB3,Envr info - Energy shortages - media Q23b,Enviroment Information,,media,,,,2006
ST23QB4,Envr info - Energy shortages - friends Q23b,Enviroment Information,,friends,,,,2006
ST23QB5,Envr info - Energy shortages - family Q23b,Enviroment Information,,family,,,,2006
ST23QB6,Envr info - Energy shortages - Internet or books Q23b,Enviroment Information,,Internet or books,,,,2006
ST23QC1,Envr info - Extinction - none Q23c,Enviroment Information,,none,,,,2006
ST23QC2,Envr info - Extinction - school Q23c,Enviroment Information,,school,,,,2006
ST23QC3,Envr info - Extinction - media Q23c,Enviroment Information,,media,,,,2006
ST23QC4,Envr info - Extinction - friends Q23c,Enviroment Information,,friends,,,,2006
ST23QC5,Envr info - Extinction - family Q23c,Enviroment Information,,family,,,,2006
ST23QC6,Envr info - Extinction - Internet or books Q23c,Enviroment Information,,Internet or books,,,,2006
ST23QD1,Envr info - Forest clearing - none Q23d,Enviroment Information,,none,,,,2006
ST23QD2,Envr info - Forest clearing - school Q23d,Enviroment Information,,school,,,,2006
ST23QD3,Envr info - Forest clearing - media Q23d,Enviroment Information,,media,,,,2006
ST23QD4,Envr info - Forest clearing - friends Q23d,Enviroment Information,,friends,,,,2006
ST23QD5,Envr info - Forest clearing - family Q23d,Enviroment Information,,family,,,,2006
ST23QD6,Envr info - Forest clearing - Internet or books Q23d,Enviroment Information,,Internet or books,,,,2006
ST23QE1,Envr info - Water shortages - none Q23e,Enviroment Information,,none,,,,2006
ST23QE2,Envr info - Water shortages - school Q23e,Enviroment Information,,school,,,,2006
ST23QE3,Envr info - Water shortages - media Q23e,Enviroment Information,,media,,,,2006
ST23QE4,Envr info - Water shortages - friends Q23e,Enviroment Information,,friends,,,,2006
ST23QE5,Envr info - Water shortages - family Q23e,Enviroment Information,,family,,,,2006
ST23QE6,Envr info - Water shortages - Internet or books Q23e,Enviroment Information,,Internet or books,,,,2006
ST23QF1,Envr info - Nuclear waste - none Q23f,Enviroment Information,,none,,,,2006
ST23QF2,Envr info - Nuclear waste - school Q23f,Enviroment Information,,school,,,,2006
ST23QF3,Envr info - Nuclear waste - media Q23f,Enviroment Information,,media,,,,2006
ST23QF4,Envr info - Nuclear waste - friends Q23f,Enviroment Information,,friends,,,,2006
ST23QF5,Envr info - Nuclear waste - family Q23f,Enviroment Information,,family,,,,2006
ST23QF6,Envr info - Nuclear waste - Internet or books Q23f,Enviroment Information,,Internet or books,,,,2006
ST24Q01,Envr issues - Air pollution Q24a,Enviroment Information,,Air pollution,,,,2006
ST24Q02,Envr issues - Energy shortages Q24b,Enviroment Information,,Energy shortages,,,,2006
ST24Q03,Envr issues - Extinction Q24c,Enviroment Information,,Extinction,,,,2006
ST24Q04,Envr issues - Forest clearing Q24d,Enviroment Information,,Forest clearing,,,,2006
ST24Q05,Envr issues - Water shortages Q24e,Enviroment Information,,Water shortages,,,,2006
ST24Q06,Envr issues - Nuclear waste Q24f,Enviroment Information,,Nuclear waste,,,,2006
ST25Q01,Envr improve - Air pollution Q25a,Enviroment Information,,Air pollution,,,,2006
ST25Q02,Envr improve - Energy shortages Q25b,Enviroment Information,,Energy shortages,,,,2006
ST25Q03,Envr improve - Extinction Q25c,Enviroment Information,,Extinction,,,,2006
ST25Q04,Envr improve - Forest clearing Q25d,Enviroment Information,,Forest clearing,,,,2006
ST25Q05,Envr improve - Water shortages Q25e,Enviroment Information,,Water shortages,,,,2006
ST25Q06,Envr improve - Nuclear waste Q25f,Enviroment Information,,Nuclear waste,,,,2006
ST26Q01,Envr responsibility - Car emissions Q26a,Enviroment Information,,Car emissions,,,,2006
ST26Q02,Envr responsibility- Energy wasted Q26b,Enviroment Information,,Energy wasted,,,,2006
ST26Q03,Envr responsibility- Factory emissions Q26c,Enviroment Information,,Factory emissions,,,,2006
ST26Q04,Envr responsibility- Plastic pack Q26d,Enviroment Information,,Plastic pack,,,,2006
ST26Q05,Envr responsibility- Dangerous waste Q26e,Enviroment Information,,Dangerous waste,,,,2006
ST26Q06,Envr responsibility- Endangered Q26f,Enviroment Information,,Endangered,,,,2006
ST26Q07,Envr responsibility- Renewable electricity Q26g,Enviroment Information,,Renewable electricity,,,,2006
ST27Q01,Useful for Science career - School subjects Q27a,Learning Science,,School subjects,,,,2006
ST27Q02,Useful for career - Science subjects Q27b,Learning Science,,Science subjects,,,,2006
ST27Q03,Useful for Science career - My subjects Q27c,Learning Science,,My subjects,,,,2006
ST27Q04,Useful for Science career - Teaching Q27d,Learning Science,,Teaching,,,,2006
ST28Q01,Science know - Job available Q28a,Learning Science,,Job available,,,,2006
ST28Q02,Science know - Find Where Q28b,Learning Science,,Find Where,,,,2006
ST28Q03,Science know - Steps to take Q28c,Learning Science,,Steps to take,,,,2006
ST28Q04,Science know - Employers Q28d,Learning Science,,Employers,,,,2006
ST29Q01,Sci future - Like career Q29a,Learning Science,,Like career,,,,2006
ST29Q02,Sci future - After <secondary school> Q29b,Learning Science,,After <secondary school>,,,,2006
ST29Q03,Sci future - Advanced Q29c,Learning Science,,Advanced,,,,2006
ST29Q04,Sci future - Work as adult Q29d,Learning Science,,Work as adult,,,,2006
ST30Q01,Self expected occupation at 30 ISCO code Q30,Learning Science,,,,,,2006
ST31Q01,Regular lessons - Science Q31a,School,,Science,,,,2006
ST31Q02,Out of school - Science Q31b,School,,Science,,,,2006
ST31Q03,Self study - Science Q31c,School,,Science,,,,2006
ST31Q04,Regular lessons - Mathematics Q31d,School,,Mathematics,,,,2006
ST31Q05,Out of school - Mathematics Q31e,School,,Mathematics,,,,2006
ST31Q06,Self study - Mathematics Q31f,School,,Mathematics,,,,2006
ST31Q07,Regular lessons - Language Q31g,School,,Language,,,,2006
ST31Q08,Out of school - Language Q31h,School,,Language,,,,2006
ST31Q09,Self study - Language Q31i,School,,Language,,,,2006
ST31Q10,Regular lessons - Other Q31j,School,,Other,,,,2006
ST31Q11,Out of school - Other Q31k,School,,Other,,,,2006
ST31Q12,Self study - Other Q31l,School,,Other,,,,2006
ST32Q01,Lessons - School 1-1 Q32a,School,,School,,,,2006
ST32Q02,Lessons - Not school 1-1 Q32b,School,,Not school,,,,2006
ST32Q03,Lessons - School small Q32c,School,,School small,,,,2006
ST32Q04,Lessons - Not school small Q32d,School,,Not school small,,,,2006
ST32Q05,Lessons - School large Q32e,School,,School large,,,,2006
ST32Q06,Lessons - Not school large Q32f,School,,Not school large,,,,2006
ST33Q11,Course - Comp Sci last yr Q33a,Learning Science,,Comp Sci last yr,,,,2006
ST33Q12,Course - Comp Sci this yr Q33a,Learning Science,,Comp Sci this yr,,,,2006
ST33Q21,Course - Opt Sci last yr Q33b,Learning Science,,Opt Sci last yr,,,,2006
ST33Q22,Course - Opt Sci this yr Q33b,Learning Science,,Opt Sci this yr,,,,2006
ST33Q31,Course - Comp Bio last yr Q33c,Learning Science,,Comp Bio last yr,,,,2006
ST33Q32,Course - Comp Bio this yr Q33c,Learning Science,,Comp Bio this yr,,,,2006
ST33Q41,Course - Opt Bio last yr Q33d,Learning Science,,Opt Bio last yr,,,,2006
ST33Q42,Course - Opt Bio this yr Q33d,Learning Science,,Opt Bio this yr,,,,2006
ST33Q51,Course - Comp Phy last yr Q33e,Learning Science,,Comp Phy last yr,,,,2006
ST33Q52,Course - Comp Phy this yr Q33e,Learning Science,,Comp Phy this yr,,,,2006
ST33Q61,Course - Opt Phy last yr Q33f,Learning Science,,Opt Phy last yr,,,,2006
ST33Q62,Course - Opt Phy this yr Q33f,Learning Science,,Opt Phy this yr,,,,2006
ST33Q71,Course - Comp Chem last yr Q33g,Learning Science,,Comp Chem last yr,,,,2006
ST33Q72,Course - Comp Chem this yr Q33g,Learning Science,,Comp Chem this yr,,,,2006
ST33Q81,Course - Opt Chem last yr Q33h,Learning Science,,Opt Chem last yr,,,,2006
ST33Q82,Course - Opt Chem this yr Q33h,Learning Science,,Opt Chem this yr,,,,2006
ST34Q01,Learning - Student ideas Q34a,Learning Science,,Student ideas,,,,2006
ST34Q02,Learning - Experiments Q34b,Learning Science,,Experiments,,,,2006
ST34Q03,Learning - Design for lab Q34c,Learning Science,,Design for lab,,,,2006
ST34Q04,Learning - Apply everyday Q34d,Learning Science,,Apply everyday,,,,2006
ST34Q05,Learning - Student opinion Q34e,Learning Science,,Student opinion,,,,2006
ST34Q06,Learning - Draw conclusions Q34f,Learning Science,,Draw conclusions,,,,2006
ST34Q07,Learning - Differnt phenomena Q34g,Learning Science,,Differnt phenomena,,,,2006
ST34Q08,Learning - Own experiments Q34h,Learning Science,,Own experiments,,,,2006
ST34Q09,Learning - Class debate Q34i,Learning Science,,Class debate,,,,2006
ST34Q10,Learning - Demonstrations Q34j,Learning Science,,Demonstrations,,,,2006
ST34Q11,Learning - Choose own Q34k,Learning Science,,Choose own,,,,2006
ST34Q12,Learning - World outside Q34l,Learning Science,,World outside,,,,2006
ST34Q13,Learning - Discussion Q34m,Learning Science,,Discussion,,,,2006
ST34Q14,Learning - Follow instructions Q34n,Learning Science,,Follow instructions,,,,2006
ST34Q15,Learning - Explain relevance Q34o,Learning Science,,Explain relevance,,,,2006
ST34Q16,Learning - Test ideas Q34p,Learning Science,,Test ideas,,,,2006
ST34Q17,Learning - Society relevance Q34q,Learning Science,,Society relevance,,,,2006
ST35Q01,Sci future - Help later work Q35a,Learning Science,,Help later work,,,,2006
ST35Q02,Sci future - Learn need later Q35b,Learning Science,,Learn need later,,,,2006
ST35Q03,Sci future - Useful to me Q35c,Learning Science,,Useful to me,,,,2006
ST35Q04,Sci future - Improve career Q35d,Learning Science,,Improve career,,,,2006
ST35Q05,Sci future - Get a job Q35e,Learning Science,,Get a job,,,,2006
ST36Q01,Self - Do well Science Q36a,Learning Science,,Do well Science,,,,2006
ST36Q02,Self - Do well Maths Q36b,Learning Science,,Do well Maths,,,,2006
ST36Q03,Self - Do well Language Q36c,Learning Science,,Do well Language,,,,2006
ST37Q01,Learning - Advanced easy Q37a,Learning Science,,Advanced easy,,,,2006
ST37Q02,Learning - Good answers Q37b,Learning Science,,Good answers,,,,2006
ST37Q03,Learning - Topics quickly Q37c,Learning Science,,Topics quickly,,,,2006
ST37Q04,Learning - Topics easy Q37d,Learning Science,,Topics easy,,,,2006
ST37Q05,Learning - Understand well Q37e,Learning Science,,Understand well,,,,2006
ST37Q06,Learning - New ideas Q37f,Learning Science,,New ideas,,,,2006
IC01Q01,Used computer IC1,Computer Orientation,,,,,,2006
IC02Q01,How long used computers IC2,Computer Orientation,,,,,,2006
IC03Q01,Use computer at home IC3a,Computer Orientation,,,,,,2006
IC03Q02,Use computer at school IC3b,Computer Orientation,,,,,,2006
IC03Q03,Use computer other places IC3c,Computer Orientation,,,,,,2006
IC04Q01,Browse Internet IC4a,Computer Orientation,,,,,,2006
IC04Q02,Play games IC4b,Computer Orientation,,,,,,2006
IC04Q03,Write documents IC4c,Computer Orientation,,,,,,2006
IC04Q04,Collaborate on Internet IC4d,Computer Orientation,,,,,,2006
IC04Q05,Use spreadsheets IC4e,Computer Orientation,,,,,,2006
IC04Q06,Download software IC4f,Computer Orientation,,,,,,2006
IC04Q07,Graphics programs IC4g,Computer Orientation,,,,,,2006
IC04Q08,Educational software IC4h,Computer Orientation,,,,,,2006
IC04Q09,Download music IC4i,Computer Orientation,,,,,,2006
IC04Q10,Write programs IC4j,Computer Orientation,,,,,,2006
IC04Q11,E-mail or chat rooms IC4k,Computer Orientation,,,,,,2006
IC05Q01,How well - Chat IC5a,Computer Orientation,,Chat,,,,2006
IC05Q02,How well - Virus IC5b,Computer Orientation,,Virus,,,,2006
IC05Q03,How well - Edit photos IC5c,Computer Orientation,,Edit photos,,,,2006
IC05Q04,How well - Database IC5d,Computer Orientation,,Database,,,,2006
IC05Q05,How well - Copy data to CD IC5e,Computer Orientation,,Copy data to CD,,,,2006
IC05Q06,How well - Move files IC5f,Computer Orientation,,Move files,,,,2006
IC05Q07,How well - Search Internet IC5g,Computer Orientation,,Search Internet,,,,2006
IC05Q08,How well - Download files IC5h,Computer Orientation,,Download files,,,,2006
IC05Q09,How well - Attach e-mail IC5i,Computer Orientation,,Attach email,,,,2006
IC05Q10,How well - Word processor IC5j,Computer Orientation,,Word processor,,,,2006
IC05Q11,How well - Spreadsheet IC5k,Computer Orientation,,Spreadsheet,,,,2006
IC05Q12,How well - Presentation IC5l,Computer Orientation,,Presentation,,,,2006
IC05Q13,How well - Download music IC5m,Computer Orientation,,Download music,,,,2006
IC05Q14,How well - Multi-media IC5n,Computer Orientation,,Multi media,,,,2006
IC05Q15,How well - E-mails IC5o,Computer Orientation,,Emails,,,,2006
IC05Q16,How well - Web Page IC5p,Computer Orientation,,Web Page,,,,2006
AGE,Age of student,Student Index,,,,,,2006
ISCEDL,ISCED level,Student Index,,,,,,2006
ISCEDD,ISCED designation,Student Index,,,,,,2006
ISCEDO,ISCED orientation,Student Index,,,,,,2006
PROGN,Unique national study programme code,Student Index,,,,,,2006
BMMJ,Occupational status Mother (SEI),Student Index,,,,,,2006
BFMJ,Occupational status Father (SEI),Student Index,,,,,,2006
BSMJ,Occupational status Self (SEI),Student Index,,,,,,2006
HISEI,Highest parental occupational status,Student Index,,,,,,2006
MSECATEG,Mother White collar/Blue collar classification,Student Index,,,,,,2006
FSECATEG,Father White collar/Blue collar classification,Student Index,,,,,,2006
HSECATEG,Highest parent White collar/Blue collar classification,Student Index,,,,,,2006
SRC_M,Mother science-related career,Student Index,,,,,,2006
SRC_F,Father science-related career,Student Index,,,,,,2006
SRC_E,Either parent science-related career,Student Index,,,,,,2006
SRC_S,Self science-related career at 30,Student Index,,,,,,2006
MISCED,Educational level of mother (ISCED),Student Index,,,,,,2006
FISCED,Educational level of father (ISCED),Student Index,,,,,,2006
HISCED,Highest educational level of parents (ISCED),Student Index,,,,,,2006
PARED,Highest parental education in years,Student Index,,,,,,2006
COBN_M,Country of birth (Mother) 5-digit code,Student Index,,,,,,2006
COBN_F,Country of birth (Father) 5-digit code,Student Index,,,,,,2006
COBN_S,Country of birth (Self) 5-digit code,Student Index,,,,,,2006
IMMIG,Immigration status,Student Index,,,,,,2006
LANGN,Language at home (3-digit),Student Index,,,,,,2006
CARINFO,Student information on science-related careers,Student Index,,,,,,2006
CARPREP,School preparation for science-related careers PISA 2006 (WLE),Student Index,,,,,,2006
CULTPOSS,Cultural possessions at home PISA 2006 (WLE),Student Index,,,,,,2006
ENVAWARE,Awareness of environmental issues PISA 2006 (WLE),Student Index,,,,,,2006
ENVOPT,Environmental optimism,Student Index,,,,,,2006
ENVPERC,Perception of environmental issues,Student Index,,,,,,2006
GENSCIE,General value of science,Student Index,,,,,,2006
HEDRES,Home educational resources PISA 2006 (WLE),Student Index,,,,,,2006
HOMEPOS,Index of home possessions PISA 2006 (WLE),Student Index,,,,,,2006
INSTSCIE,Instrumental motivation in science PISA 2006 (WLE),Student Index,,,,,,2006
INTSCIE,General interest in learning science PISA 2006 (WLE),Student Index,,,,,,2006
JOYSCIE,Enjoyment of science PISA 2006 (WLE),Student Index,,,,,,2006
PERSCIE,Personal value of science PISA 2006 (WLE),Student Index,,,,,,2006
RESPDEV,Responsibility for sustainable development PISA 2006 (WLE),Student Index,,,,,,2006
SCAPPLY,Science Teaching - Focus on applications or models PISA 2006 (WLE),Student Index,,,,,,2006
SCHANDS,Science Teaching - Hands-on activities PISA 2006 (WLE),Student Index,,,,,,2006
SCIEACT,Science activities PISA 2006 (WLE),Student Index,,,,,,2006
SCIEEFF,Science self-efficacy PISA 2006 (WLE),Student Index,,,,,,2006
SCIEFUT,Future-oriented science motivation PISA 2006 (WLE),Student Index,,,,,,2006
SCINTACT,Science Teaching - Interaction PISA 2006 (WLE),Student Index,,,,,,2006
SCINVEST,Science Teaching - Student investigations PISA 2006 (WLE),Student Index,,,,,,2006
SCSCIE,Science self-concept PISA 2006 (WLE),Student Index,,,,,,2006
WEALTH,Family wealth PISA 2006 (WLE),Student Index,,,,,,2006
HIGHCONF,Self-confidence in ICT high level tasks PISA 2006 (WLE),Student Index,,,,,,2006
INTCONF,Self-confidence in ICT Internet tasks PISA 2006 (WLE),Student Index,,,,,,2006
INTUSE,ICT Internet/entertainment use PISA 2006 (WLE),Student Index,,,,,,2006
PRGUSE,ICT program/software use PISA 2006 (WLE),Student Index,,,,,,2006
social and cultural status PISA 2006,Index of economic,Student Index,,,,,,2006
STRATUM,Original stratum,Student Index,,,,,,2006
TESTLANG,Language of Test (3-char),Student Index,,,,,,2006
CLCUSE3A,Effort A: real,Student Index,,,,,,2006
CLCUSE3B,Effort B: if counted,Student Index,,,,,,2006
DEFFORT,Effort B - Effort A,Student Index,,,,,,2006
S421Q02,Deleted science item - Big and Small (Q02),,,,,,,2006
S456Q01,Deleted science item - The Cheetah (Q01),,,,,,,2006
S456Q02,Deleted science item - The Cheetah (Q02),,,,,,,2006
SC01Q01,Number of boys Q1a,The Structure and Organisation of the School,,Number of boys,,,,2006
SC01Q02,Number of girls Q1b,The Structure and Organisation of the School,,Number of girls,,,,2006
SC02Q01,Public or private Q2,The Structure and Organisation of the School,,Public or private,,,,2006
SC03Q01,Funding government Q3a,The Structure and Organisation of the School,,Funding government,,,,2006
SC03Q02,Funding student fees Q3b,The Structure and Organisation of the School,,Funding student fees,,,,2006
SC03Q03,Funding benefactors Q3c,The Structure and Organisation of the School,,Funding benefactors,,,,2006
SC03Q04,Funding other Q3d,The Structure and Organisation of the School,,Funding other,,,,2006
SC04Q01,Grade 1 Q4a,The Structure and Organisation of the School,,,,,,2006
SC04Q02,Grade 2 Q4b,The Structure and Organisation of the School,,,,,,2006
SC04Q03,Grade 3 Q4c,The Structure and Organisation of the School,,,,,,2006
SC04Q04,Grade 4 Q4d,The Structure and Organisation of the School,,,,,,2006
SC04Q05,Grade 5 Q4e,The Structure and Organisation of the School,,,,,,2006
SC04Q06,Grade 6 Q4f,The Structure and Organisation of the School,,,,,,2006
SC04Q07,Grade 7 Q4g,The Structure and Organisation of the School,,,,,,2006
SC04Q08,Grade 8 Q4h,The Structure and Organisation of the School,,,,,,2006
SC04Q09,Grade 9 Q4i,The Structure and Organisation of the School,,,,,,2006
SC04Q10,Grade 10 Q4j,The Structure and Organisation of the School,,,,,,2006
SC04Q11,Grade 11 Q4k,The Structure and Organisation of the School,,,,,,2006
SC04Q12,Grade 12 Q4l,The Structure and Organisation of the School,,,,,,2006
SC04Q13,Grade 13 Q4m,The Structure and Organisation of the School,,,,,,2006
SC04Q14,Ungraded school Q4n,The Structure and Organisation of the School,,,,,,2006
SC05Q01,Repeat <grade> at <ISCED2> Q5a,The Structure and Organisation of the School,,ISCED2,,,,2006
SC05Q02,Repeat <grade> at <ISCED3> Q5b,The Structure and Organisation of the School,,ISCED3,,,,2006
SC06Q01,Size <test lang> classes <modal 15 year old grade> Q6,The Structure and Organisation of the School,,,,,,2006
SC07Q01,School community Q7,The Structure and Organisation of the School,,,,,,2006
SC08Q01,Streaming between classes Q8a,The Structure and Organisation of the School,,,,,,2006
SC08Q02,Streaming within classes Q8b,The Structure and Organisation of the School,,,,,,2006
SC09Q11,Full time teachers in TOTAL Q9a1,The Structure and Organisation of the School,,Full time teachers in TOTAL,,,,2006
SC09Q12,Part time teachers in TOTAL Q9a2,The Structure and Organisation of the School,,Part time teachers in TOTAL,,,,2006
SC09Q21,Full time teachers fully certified Q9b1,The Structure and Organisation of the School,,Full time teachers fully certified,,,,2006
SC09Q22,Part time teachers fully certified Q9b2,The Structure and Organisation of the School,,Part time teachers fully certified,,,,2006
SC09Q31,Full time teachers ISCED5A Qual Q9c1,The Structure and Organisation of the School,,Full time teachers ISCED5A Qual,,,,2006
SC09Q32,Part time teachers ISCED5A Qual Q9c2,The Structure and Organisation of the School,,Part time teachers ISCED5A Qual,,,,2006
SC10Q01,Fill science teaching vacancy Q10,The Structure and Organisation of the School,,,,,,2006
SC11QA1,Responsibility teacher hire - Principal or teachers Q11a1,Responsibility,,Principal or teachers,,,,2006
SC11QA2,Responsibility teacher hire - School governing board Q11a2,Responsibility,,School governing board,,,,2006
SC11QA3,Responsibility teacher hire - Intermediate education authority Q11a3,Responsibility,,Intermediate education authority,,,,2006
SC11QA4,Responsibility teacher hire - Central education authority Q11a4,Responsibility,,Central education authority,,,,2006
SC11QB1,Responsibility firing teachers - Principal or teachers Q11b1,Responsibility,,Principal or teachers,,,,2006
SC11QB2,Responsibility firing teachers - School governing board Q11b2,Responsibility,,School governing board,,,,2006
SC11QB3,Responsibility firing teachers - Intermediate education authority Q11b3,Responsibility,,Intermediate education authority,,,,2006
SC11QB4,Responsibility firing teachers - Central education authority Q11b4,Responsibility,,Central education authority,,,,2006
SC11QC1,Responsibility starting salaries - Principal or teachers Q11c1,Responsibility,,Principal or teachers,,,,2006
SC11QC2,Responsibility starting salaries - School governing board Q11c2,Responsibility,,School governing board,,,,2006
SC11QC3,Responsibility starting salaries - Intermediate education authority Q11c3,Responsibility,,Intermediate education authority,,,,2006
SC11QC4,Responsibility starting salaries - Central education authority Q11c4,Responsibility,,Central education authority,,,,2006
SC11QD1,Responsibility salary increases - Principal or teachers Q11d1,Responsibility,,Principal or teachers,,,,2006
SC11QD2,Responsibility salary increases - School governing board Q11d2,Responsibility,,School governing board,,,,2006
SC11QD3,Responsibility salary increases - Intermediate education authority Q11d3,Responsibility,,Intermediate education authority,,,,2006
SC11QD4,Responsibility salary increases - Central education authority Q11d4,Responsibility,,Central education authority,,,,2006
SC11QE1,Responsibility formulate budget - Principal or teachers Q11e1,Responsibility,,Principal or teachers,,,,2006
SC11QE2,Responsibility formulate budget - School governing board Q11e2,Responsibility,,School governing board,,,,2006
SC11QE3,Responsibility formulate budget - Intermediate education authority Q11e3,Responsibility,,Intermediate education authority,,,,2006
SC11QE4,Responsibility formulate budget - Central education authority Q11e4,Responsibility,,Central education authority,,,,2006
SC11QF1,Responsibility budget allocations - Principal or teachers Q11f1,Responsibility,,Principal or teachers,,,,2006
SC11QF2,Responsibility budget allocations - School governing board Q11f2,Responsibility,,School governing board,,,,2006
SC11QF3,Responsibility budget allocations - Intermediate education authority Q11f3,Responsibility,,Intermediate education authority,,,,2006
SC11QF4,Responsibility budget allocations - Central education authority Q11f4,Responsibility,,Central education authority,,,,2006
SC11QG1,Responsibility student discipline - Principal or teachers Q11g1,Responsibility,,Principal or teachers,,,,2006
SC11QG2,Responsibility student discipline - School governing board Q11g2,Responsibility,,School governing board,,,,2006
SC11QG3,Responsibility student discipline - Intermediate education authority Q11g3,Responsibility,,Intermediate education authority,,,,2006
SC11QG4,Responsibility student discipline - Central education authority Q11g4,Responsibility,,Central education authority,,,,2006
SC11QH1,Responsibility student assessment - Principal or teachers Q11h1,Responsibility,,Principal or teachers,,,,2006
SC11QH2,Responsibility student assessment - School governing board Q11h2,Responsibility,,School governing board,,,,2006
SC11QH3,Responsibility student assessment - Intermediate education authority Q11h3,Responsibility,,Intermediate education authority,,,,2006
SC11QH4,Responsibility student assessment - Central education authority Q11h4,Responsibility,,Central education authority,,,,2006
SC11QI1,Responsibility student admission - Principal or teachers Q11i1,Responsibility,,Principal or teachers,,,,2006
SC11QI2,Responsibility student admission - School governing board Q11i2,Responsibility,,School governing board,,,,2006
SC11QI3,Responsibility student admission - Intermediate education authority Q11i3,Responsibility,,Intermediate education authority,,,,2006
SC11QI4,Responsibility student admission - Central education authority Q11i4,Responsibility,,Central education authority,,,,2006
SC11QJ1,Responsibility textbook use - Principal or teachers Q11j1,Responsibility,,Principal or teachers,,,,2006
SC11QJ2,Responsibility textbook use - School governing board Q11j2,Responsibility,,School governing board,,,,2006
SC11QJ3,Responsibility textbook use - Intermediate education authority Q11j3,Responsibility,,Intermediate education authority,,,,2006
SC11QJ4,Responsibility textbook use - Central education authority Q11j4,Responsibility,,Central education authority,,,,2006
SC11QK1,Responsibility course content - Principal or teachers Q11k1,Responsibility,,Principal or teachers,,,,2006
SC11QK2,Responsibility course content - School governing board Q11k2,Responsibility,,School governing board,,,,2006
SC11QK3,Responsibility course content - Intermediate education authority Q11k3,Responsibility,,Intermediate education authority,,,,2006
SC11QK4,Responsibility course content - Central education authority Q11k4,Responsibility,,Central education authority,,,,2006
SC11QL1,Responsibility courses offered - Principal or teachers Q11l1,Responsibility,,Principal or teachers,,,,2006
SC11QL2,Responsibility courses offered - School governing board Q11l2,Responsibility,,School governing board,,,,2006
SC11QL3,Responsibility courses offered - Intermediate education authority Q11l3,Responsibility,,Intermediate education authority,,,,2006
SC11QL4,Responsibility courses offered - Central education authority Q11l4,Responsibility,,Central education authority,,,,2006
SC12QA1,Intermediate or central authority - Influence staffing Q12a1,School Policies and Practices,,Influence staffing,,,,2006
SC12QA2,Intermediate or central authority - Influence budget Q12a2,School Policies and Practices,,Influence budget,,,,2006
SC12QA3,Intermediate or central authority - Influence instructional content Q12a3,School Policies and Practices,,Influence instructional content,,,,2006
SC12QA4,Intermediate or central authority - Influence assessment Q12a4,School Policies and Practices,,Influence assessment,,,,2006
SC12QB1,School governing board - Influence staffing Q12b1,School Policies and Practices,,Influence staffing,,,,2006
SC12QB2,School governing board - Influence budget Q12b2,School Policies and Practices,,Influence budget,,,,2006
SC12QB3,School governing board - Influence instructional content Q12b3,School Policies and Practices,,Influence instructional content,,,,2006
SC12QB4,School governing board - Influence assessment Q12b4,School Policies and Practices,,Influence assessment,,,,2006
SC12QC1,Parent groups - Influence staffing Q12c1,School Policies and Practices,,Influence staffing,,,,2006
SC12QC2,Parent groups - Influence budget Q12c2,School Policies and Practices,,Influence budget,,,,2006
SC12QC3,Parent groups - Influence instructional content Q12c3,School Policies and Practices,,Influence instructional content,,,,2006
SC12QC4,Parent groups - Influence assessment Q12c4,School Policies and Practices,,Influence assessment,,,,2006
SC12QD1,Teacher groups - Influence staffing Q12d1,School Policies and Practices,,Influence staffing,,,,2006
SC12QD2,Teacher groups - Influence budget Q12d2,School Policies and Practices,,Influence budget,,,,2006
SC12QD3,Teacher groups - Influence instructional content Q12d3,School Policies and Practices,,Influence instructional content,,,,2006
SC12QD4,Teacher groups - Influence assessment Q12d4,School Policies and Practices,,Influence assessment,,,,2006
SC12QE1,Student groups - Influence staffing Q12e1,School Policies and Practices,,Influence staffing,,,,2006
SC12QE2,Student groups - Influence budget Q12e2,School Policies and Practices,,Influence budget,,,,2006
SC12QE3,Student groups - Influence instructional content Q12e3,School Policies and Practices,,Influence instructional content,,,,2006
SC12QE4,Student groups - Influence assessment Q12e4,School Policies and Practices,,Influence assessment,,,,2006
SC12QF1,Examination board - Influence staffing Q12f1,School Policies and Practices,,Influence staffing,,,,2006
SC12QF2,Examination board - Influence budget Q12f2,School Policies and Practices,,Influence budget,,,,2006
SC12QF3,Examination board - Influence instructional content Q12f3,School Policies and Practices,,Influence instructional content,,,,2006
